cine_theater_id,theater_type,theater_area,latitude,longitude
cinePOS_12772,Other,Area_009,23.018719178721355,79.91529546016888
cinePOS_02193,Other,Area_009,23.018719178721355,79.91529546016888
cinePOS_04866,Other,Area_009,22.997768298721358,79.91314418016887
cinePOS_07956,Other,Area_009,22.997768298721358,79.91314418016887
cinePOS_13040,Other,Area_009,22.997768298721358,79.91314418016887
cinePOS_05865,Other,Area_009,22.997768298721358,79.91314418016887
cinePOS_07190,Other,Area_009,22.64496417872136,78.24061970016888
cinePOS_06226,Other,Area_009,22.64496417872136,78.24061970016888
cinePOS_13013,Other,Area_009,23.026788818721357,79.79701294016887
cinePOS_06581,Other,Area_009,23.026788818721357,79.79701294016887
cinePOS_08747,Other,Area_009,23.026788818721357,79.79701294016887
cinePOS_06711,Other,Area_009,22.177726178721358,76.19982702016887
cinePOS_06043,Other,Area_009,22.177726178721358,76.19982702016887
cinePOS_03013,Other,Area_009,22.625541338721355,79.12425158016887
cinePOS_09603,Other,Area_009,22.625541338721355,79.12425158016887
cinePOS_06925,Other,Area_009,25.963367178721352,80.57025794016887
cinePOS_13128,Other,Area_009,25.963367178721352,80.57025794016887
cinePOS_03284,Other,Area_009,23.01115049872136,79.92858570016887
cinePOS_05920,Other,Area_009,23.01115049872136,79.92858570016887
cinePOS_07781,Other,Area_009,23.009443338721358,79.94262026016887
cinePOS_01411,Other,Area_009,23.009443338721358,79.94262026016887
cinePOS_05812,Other,Area_009,23.009443338721358,79.94262026016887
cinePOS_12994,Other,Area_009,23.009443338721358,79.94262026016887
cinePOS_06292,Other,Area_009,23.009443338721358,79.94262026016887
cinePOS_13036,Other,Area_009,23.009443338721358,79.94262026016887
cinePOS_08172,Other,Area_009,23.009443338721358,79.94262026016887
cinePOS_05714,Other,Area_009,23.009443338721358,79.94262026016887
cinePOS_08798,Other,Area_009,23.009443338721358,79.94262026016887
cinePOS_10836,Other,Area_009,23.009443338721358,79.94262026016887
cinePOS_02860,Other,Area_009,22.643963258721357,77.97034670016886
cinePOS_13195,Other,Area_009,22.643963258721357,77.97034670016886
cinePOS_07241,Other,Area_009,23.018784218721358,79.93531374016888
cinePOS_08001,Other,Area_009,23.018784218721358,79.93531374016888
cinePOS_13301,Other,Area_009,23.018784218721358,79.93531374016888
cinePOS_01555,Other,Area_009,23.018784218721358,79.93531374016888
cinePOS_05539,Other,Area_009,22.613687698721357,78.23779606016886
cinePOS_08353,Other,Area_009,22.613687698721357,78.23779606016886
cinePOS_07248,Other,Area_009,22.613687698721357,78.23779606016886
cinePOS_07154,Other,Area_009,22.613687698721357,78.23779606016886
cinePOS_12549,Other,Area_009,22.613687698721357,78.23779606016886
cinePOS_02726,Other,Area_009,22.613687698721357,78.23779606016886
cinePOS_09797,Other,Area_009,22.613687698721357,78.23779606016886
cinePOS_03113,Other,Area_009,22.98206353872136,79.91295134016886
cinePOS_06243,Other,Area_009,22.98206353872136,79.91295134016886
cinePOS_03541,Other,Area_009,22.636221738721357,78.17050142016886
cinePOS_07051,Other,Area_009,22.636221738721357,78.17050142016886
cinePOS_12536,Other,Area_009,22.636221738721357,78.17050142016886
cinePOS_05843,Other,Area_009,22.993008738721358,79.90787258016887
cinePOS_02138,Other,Area_009,22.993008738721358,79.90787258016887
cinePOS_13149,Other,Area_009,22.619232818721358,78.11301670016887
cinePOS_00062,Other,Area_106,22.619232818721358,78.11301670016887
cinePOS_13323,Other,Area_106,22.619232818721358,78.11301670016887
cinePOS_02203,Other,Area_106,22.619232818721358,78.11301670016887
cinePOS_08421,Other,Area_106,23.004410378721357,79.93451538016886
cinePOS_13239,Other,Area_106,23.004410378721357,79.93451538016886
cinePOS_00070,Other,Area_106,23.004410378721357,79.93451538016886
cinePOS_08501,Other,Area_106,23.004410378721357,79.93451538016886
cinePOS_06930,Other,Area_106,23.004410378721357,79.93451538016886
cinePOS_07784,Other,Area_106,23.004410378721357,79.93451538016886
cinePOS_08933,Other,Area_107,23.004410378721357,79.93451538016886
cinePOS_04963,Other,Area_107,23.004410378721357,79.93451538016886
cinePOS_11011,Other,Area_107,22.176869418721356,76.19100106016887
cinePOS_10946,Other,Area_107,22.176869418721356,76.19100106016887
cinePOS_00052,Other,Area_107,22.176869418721356,76.19100106016887
cinePOS_09020,Other,Area_107,22.176869418721356,76.19100106016887
cinePOS_10719,Other,Area_107,22.176869418721356,76.19100106016887
cinePOS_07358,Other,Area_107,22.999811978721358,79.89517462016887
cinePOS_06740,Other,Area_107,22.999811978721358,79.89517462016887
cinePOS_08412,Other,Area_107,22.999811978721358,79.89517462016887
cinePOS_07688,Other,Area_107,22.999811978721358,79.89517462016887
cinePOS_00089,Other,Area_107,26.249437338721357,80.97980330016887
cinePOS_05550,Other,Area_107,26.249437338721357,80.97980330016887
cinePOS_12872,Other,Area_107,26.249437338721357,80.97980330016887
cinePOS_05264,Other,Area_107,23.051448898721357,79.95566722016886
cinePOS_07212,Other,Area_107,23.051448898721357,79.95566722016886
cinePOS_11450,Other,Area_107,22.623327818721357,78.23788578016887
cinePOS_09810,Other,Area_107,22.623327818721357,78.23788578016887
cinePOS_04260,Other,Area_107,22.623327818721357,78.23788578016887
cinePOS_10758,Other,Area_107,22.623327818721357,78.23788578016887
cinePOS_06718,Other,Area_107,22.623327818721357,78.23788578016887
cinePOS_05004,Other,Area_107,22.623327818721357,78.23788578016887
cinePOS_04974,Other,Area_107,22.623327818721357,78.23788578016887
cinePOS_12823,Other,Area_107,23.005894058721356,79.91549594016887
cinePOS_03056,Other,Area_107,23.005894058721356,79.91549594016887
cinePOS_07798,Other,Area_107,23.005894058721356,79.91549594016887
cinePOS_11980,Other,Area_107,23.005894058721356,79.91549594016887
cinePOS_07344,Other,Area_107,23.005894058721356,79.91549594016887
cinePOS_06571,Other,Area_107,23.005894058721356,79.91549594016887
cinePOS_07579,Other,Area_107,23.005894058721356,79.91549594016887
cinePOS_01613,Other,Area_107,23.005894058721356,79.91549594016887
cinePOS_03317,Other,Area_107,23.005894058721356,79.91549594016887
cinePOS_03092,Other,Area_107,23.02100941872136,79.88845086016887
cinePOS_01803,Other,Area_107,23.02100941872136,79.88845086016887
cinePOS_05234,Other,Area_107,22.495680938721357,77.01588274016886
cinePOS_07357,Other,Area_107,22.495680938721357,77.01588274016886
cinePOS_11818,Other,Area_107,23.018719178721355,79.91529546016888
cinePOS_07503,Other,Area_107,23.018719178721355,79.91529546016888
cinePOS_07949,Other,Area_107,23.018719178721355,79.91529546016888
cinePOS_03697,Other,Area_107,23.018719178721355,79.91529546016888
cinePOS_05661,Other,Area_107,23.018719178721355,79.91529546016888
cinePOS_00454,Other,Area_108,23.018719178721355,79.91529546016888
cinePOS_13215,Other,Area_108,23.018719178721355,79.91529546016888
cinePOS_07912,Other,Area_108,23.018719178721355,79.91529546016888
cinePOS_00209,Other,Area_108,23.018719178721355,79.91529546016888
cinePOS_12743,Other,Area_108,22.997768298721358,79.91314418016887
cinePOS_09115,Other,Area_108,22.997768298721358,79.91314418016887
cinePOS_00368,Other,Area_108,22.997768298721358,79.91314418016887
cinePOS_00301,Other,Area_108,22.997768298721358,79.91314418016887
cinePOS_00440,Other,Area_108,22.997768298721358,79.91314418016887
cinePOS_01088,Other,Area_108,22.997768298721358,79.91314418016887
cinePOS_05589,Other,Area_108,22.997768298721358,79.91314418016887
cinePOS_00176,Other,Area_108,22.611675578721357,78.22829918016888
cinePOS_13224,Other,Area_108,22.611675578721357,78.22829918016888
cinePOS_10942,Other,Area_108,22.611675578721357,78.22829918016888
cinePOS_07710,Other,Area_108,23.026788818721357,79.79701294016887
cinePOS_12676,Other,Area_108,23.026788818721357,79.79701294016887
cinePOS_01934,Other,Area_108,23.026788818721357,79.79701294016887
cinePOS_03939,Other,Area_108,22.625541338721355,79.12425158016887
cinePOS_05318,Other,Area_108,22.625541338721355,79.12425158016887
cinePOS_06900,Other,Area_108,22.625541338721355,79.12425158016887
cinePOS_12674,Other,Area_108,22.068897738721358,76.23722510016887
cinePOS_04121,Other,Area_108,22.068897738721358,76.23722510016887
cinePOS_12658,Other,Area_108,22.068897738721358,76.23722510016887
cinePOS_04713,Other,Area_108,24.048813578721354,80.38203686016887
cinePOS_11058,Other,Area_108,24.048813578721354,80.38203686016887
cinePOS_04700,Other,Area_108,24.048813578721354,80.38203686016887
cinePOS_04678,Other,Area_108,22.959835538721357,79.80932314016887
cinePOS_01459,Other,Area_108,22.959835538721357,79.80932314016887
cinePOS_01778,Other,Area_108,22.959835538721357,79.80932314016887
cinePOS_02096,Other,Area_108,22.959835538721357,79.80932314016887
cinePOS_10718,Other,Area_108,23.01115049872136,79.92858570016887
cinePOS_00264,Other,Area_108,23.01115049872136,79.92858570016887
cinePOS_01091,Other,Area_108,23.028296778721355,79.86037970016886
cinePOS_03250,Other,Area_108,23.028296778721355,79.86037970016886
cinePOS_07977,Other,Area_108,23.018784218721358,79.93531374016888
cinePOS_00219,Other,Area_108,23.018784218721358,79.93531374016888
cinePOS_08005,Other,Area_109,23.03543249872136,79.89453878016886
cinePOS_06902,Other,Area_109,23.03543249872136,79.89453878016886
cinePOS_05912,Other,Area_109,22.29353581872136,76.38324334016887
cinePOS_08029,Other,Area_109,22.29353581872136,76.38324334016887
cinePOS_07259,Other,Area_109,23.031630258721357,79.92051766016887
cinePOS_09141,Other,Area_109,23.031630258721357,79.92051766016887
cinePOS_09218,Other,Area_109,22.98487357872136,79.92595014016887
cinePOS_03430,Other,Area_109,22.98487357872136,79.92595014016887
cinePOS_09058,Other,Area_109,22.98487357872136,79.92595014016887
cinePOS_11815,Other,Area_109,22.621694818721355,78.24511190016887
cinePOS_03009,Other,Area_109,22.621694818721355,78.24511190016887
cinePOS_07077,Other,Area_109,23.036359898721354,79.92631486016887
cinePOS_06109,Other,Area_109,23.036359898721354,79.92631486016887
cinePOS_09008,Other,Area_109,23.00624913872135,79.90118278016887
cinePOS_09689,Other,Area_109,23.00624913872135,79.90118278016887
cinePOS_09645,Other,Area_109,25.977523258721355,80.57020826016887
cinePOS_09933,Other,Area_109,25.977523258721355,80.57020826016887
cinePOS_05759,Other,Area_109,22.177266098721358,76.19293978016887
cinePOS_00076,Other,Area_109,22.177266098721358,76.19293978016887
cinePOS_11617,Other,Area_109,22.17351405872136,76.17418126016887
cinePOS_12032,Other,Area_109,22.17351405872136,76.17418126016887
cinePOS_06975,Other,Area_110,22.619232818721358,78.11301670016887
cinePOS_02282,Other,Area_110,22.619232818721358,78.11301670016887
cinePOS_04981,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_12375,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_10935,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_02026,Other,Area_111,25.95574613872136,80.62379138016887
cinePOS_00796,Other,Area_111,25.95574613872136,80.62379138016887
cinePOS_07017,Other,Area_111,22.623327818721357,78.23788578016887
cinePOS_01587,Other,Area_111,22.623327818721357,78.23788578016887
cinePOS_05309,Other,Area_111,23.005894058721356,79.91549594016887
cinePOS_04955,Other,Area_111,23.005894058721356,79.91549594016887
cinePOS_02055,Other,Area_111,23.01002881872136,79.94220582016888
cinePOS_11175,Other,Area_111,23.01002881872136,79.94220582016888
cinePOS_00502,Other,Area_111,24.048813578721354,80.38203686016887
cinePOS_10033,Other,Area_111,24.048813578721354,80.38203686016887
cinePOS_03082,Other,Area_111,24.048813578721354,80.38203686016887
cinePOS_01777,Other,Area_111,25.963367178721352,80.57025794016887
cinePOS_12120,Other,Area_111,25.963367178721352,80.57025794016887
cinePOS_04161,Other,Area_111,25.963367178721352,80.57025794016887
cinePOS_01412,Other,Area_111,26.349435898721357,81.74323502016887
cinePOS_08408,Other,Area_111,26.349435898721357,81.74323502016887
cinePOS_05786,Other,Area_111,22.613687698721357,78.23779606016886
cinePOS_11126,Other,Area_111,22.613687698721357,78.23779606016886
cinePOS_07491,Other,Area_111,22.619232818721358,78.11301670016887
cinePOS_03972,Other,Area_111,22.619232818721358,78.11301670016887
cinePOS_07436,Other,Area_111,23.004410378721357,79.93451538016886
cinePOS_04149,Other,Area_111,23.004410378721357,79.93451538016886
cinePOS_00765,Other,Area_111,23.004410378721357,79.93451538016886
cinePOS_05879,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_02885,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_02742,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_02435,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_04795,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_02268,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_12791,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_02811,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_12893,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_00559,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_02409,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_04546,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_05240,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_12906,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_03704,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_02443,Other,Area_111,22.176869418721356,76.19100106016887
cinePOS_08359,Other,Area_112,22.176869418721356,76.19100106016887
cinePOS_11489,Other,Area_112,22.176869418721356,76.19100106016887
cinePOS_11691,Other,Area_112,22.176869418721356,76.19100106016887
cinePOS_01491,Other,Area_112,22.176869418721356,76.19100106016887
cinePOS_03204,Other,Area_112,22.176869418721356,76.19100106016887
cinePOS_13138,Other,Area_112,22.176869418721356,76.19100106016887
cinePOS_05533,Other,Area_112,22.176869418721356,76.19100106016887
cinePOS_02458,Other,Area_112,22.176869418721356,76.19100106016887
cinePOS_07466,Other,Area_112,22.999811978721358,79.89517462016887
cinePOS_12795,Other,Area_112,22.999811978721358,79.89517462016887
cinePOS_04095,Other,Area_112,22.999811978721358,79.89517462016887
cinePOS_01442,Other,Area_112,22.999811978721358,79.89517462016887
cinePOS_07431,Other,Area_112,22.999811978721358,79.89517462016887
cinePOS_05658,Other,Area_112,22.999811978721358,79.89517462016887
cinePOS_12056,Other,Area_112,22.999811978721358,79.89517462016887
cinePOS_12170,Other,Area_112,22.999811978721358,79.89517462016887
cinePOS_05627,Other,Area_112,22.999811978721358,79.89517462016887
cinePOS_01028,Other,Area_112,22.999811978721358,79.89517462016887
cinePOS_01305,Other,Area_112,22.62927421872136,78.14005770016887
cinePOS_03301,Other,Area_112,22.62927421872136,78.14005770016887
cinePOS_09479,Other,Area_112,22.62927421872136,78.14005770016887
cinePOS_09005,Other,Area_112,22.62927421872136,78.14005770016887
cinePOS_00479,Other,Area_112,23.051448898721357,79.95566722016886
cinePOS_04967,Other,Area_112,23.051448898721357,79.95566722016886
cinePOS_12138,Other,Area_112,22.623327818721357,78.23788578016887
cinePOS_03805,Other,Area_112,22.623327818721357,78.23788578016887
cinePOS_06090,Other,Area_113,22.623327818721357,78.23788578016887
cinePOS_00092,Other,Area_113,22.623327818721357,78.23788578016887
cinePOS_07470,Other,Area_113,22.623327818721357,78.23788578016887
cinePOS_03267,Other,Area_113,22.623327818721357,78.23788578016887
cinePOS_07687,Other,Area_113,22.998281018721357,79.89043062016887
cinePOS_00030,Other,Area_113,22.998281018721357,79.89043062016887
cinePOS_04644,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_00435,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_00213,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_03991,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_04596,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_12592,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_09364,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_06646,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_00357,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_00445,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_03485,Other,Area_113,23.005894058721356,79.91549594016887
cinePOS_11427,Other,Area_113,23.02100941872136,79.88845086016887
cinePOS_04339,Other,Area_113,23.02100941872136,79.88845086016887
cinePOS_02698,Other,Area_114,23.02100941872136,79.88845086016887
cinePOS_01383,Other,Area_114,23.02100941872136,79.88845086016887
cinePOS_02910,Other,Area_114,23.02100941872136,79.88845086016887
cinePOS_02513,Other,Area_114,23.02100941872136,79.88845086016887
cinePOS_07246,Other,Area_114,23.02100941872136,79.88845086016887
cinePOS_12554,Other,Area_114,23.02100941872136,79.88845086016887
cinePOS_02333,Other,Area_114,23.018719178721355,79.91529546016888
cinePOS_00257,Other,Area_114,23.018719178721355,79.91529546016888
cinePOS_02866,Other,Area_114,23.018719178721355,79.91529546016888
cinePOS_03208,Other,Area_114,22.997768298721358,79.91314418016887
cinePOS_00652,Other,Area_114,22.997768298721358,79.91314418016887
cinePOS_06790,Other,Area_114,22.997768298721358,79.91314418016887
cinePOS_11381,Other,Area_115,22.997768298721358,79.91314418016887
cinePOS_09841,Other,Area_115,25.970971098721357,80.55423118016887
cinePOS_09147,Other,Area_115,25.970971098721357,80.55423118016887
cinePOS_05555,Other,Area_115,22.611675578721357,78.22829918016888
cinePOS_03508,Other,Area_115,22.611675578721357,78.22829918016888
cinePOS_05015,Other,Area_115,22.611675578721357,78.22829918016888
cinePOS_00111,Other,Area_115,22.625541338721355,79.12425158016887
cinePOS_06378,Other,Area_115,22.625541338721355,79.12425158016887
cinePOS_01857,Other,Area_115,22.625541338721355,79.12425158016887
cinePOS_04580,Other,Area_115,22.625541338721355,79.12425158016887
cinePOS_04706,Other,Area_115,23.01032453872136,79.96083958016888
cinePOS_06099,Other,Area_115,23.01032453872136,79.96083958016888
cinePOS_11446,Other,Area_115,25.963367178721352,80.57025794016887
cinePOS_01012,Other,Area_115,25.963367178721352,80.57025794016887
cinePOS_11114,Other,Area_115,25.963367178721352,80.57025794016887
cinePOS_08662,Other,Area_115,25.963367178721352,80.57025794016887
cinePOS_11168,Other,Area_115,23.009443338721358,79.94262026016887
cinePOS_04310,Other,Area_115,23.009443338721358,79.94262026016887
cinePOS_06220,Other,Area_115,23.009443338721358,79.94262026016887
cinePOS_12042,Other,Area_115,23.009443338721358,79.94262026016887
cinePOS_11452,Other,Area_115,23.041649058721354,79.91757318016887
cinePOS_05708,Other,Area_115,23.041649058721354,79.91757318016887
cinePOS_03098,Other,Area_116,23.018784218721358,79.93531374016888
cinePOS_00978,Other,Area_116,23.018784218721358,79.93531374016888
cinePOS_00245,Other,Area_116,23.018784218721358,79.93531374016888
cinePOS_07535,Other,Area_116,22.171457658721355,76.18186626016887
cinePOS_02809,Other,Area_116,22.171457658721355,76.18186626016887
cinePOS_07507,Other,Area_116,22.77941681872135,79.57927270016887
cinePOS_01343,Other,Area_116,22.77941681872135,79.57927270016887
cinePOS_02455,Other,Area_116,22.596770738721357,78.24127402016887
cinePOS_13298,Other,Area_116,22.596770738721357,78.24127402016887
cinePOS_00907,Other,Area_116,22.173959578721355,76.17325022016887
cinePOS_07648,Other,Area_116,22.173959578721355,76.17325022016887
cinePOS_02747,Other,Area_116,22.173959578721355,76.17325022016887
cinePOS_01056,Other,Area_116,22.173959578721355,76.17325022016887
cinePOS_04077,Other,Area_116,22.984866178721354,79.90162006016887
cinePOS_09507,Other,Area_116,22.984866178721354,79.90162006016887
cinePOS_13322,Other,Area_116,23.026225938721357,79.94587394016887
cinePOS_06055,Other,Area_116,23.026225938721357,79.94587394016887
cinePOS_00256,Other,Area_116,23.026225938721357,79.94587394016887
cinePOS_04853,Other,Area_116,23.026225938721357,79.94587394016887
cinePOS_12561,Other,Area_116,23.026225938721357,79.94587394016887
cinePOS_07843,Other,Area_116,23.026225938721357,79.94587394016887
cinePOS_02191,Other,Area_116,23.026225938721357,79.94587394016887
cinePOS_11368,Other,Area_116,22.16411125872136,76.11209770016887
cinePOS_05137,Other,Area_116,22.16411125872136,76.11209770016887
cinePOS_07313,Other,Area_116,22.16411125872136,76.11209770016887
cinePOS_01447,Other,Area_116,22.16411125872136,76.11209770016887
cinePOS_12350,Other,Area_116,22.16411125872136,76.11209770016887
cinePOS_02388,Other,Area_116,22.16411125872136,76.11209770016887
cinePOS_00854,Other,Area_116,22.16411125872136,76.11209770016887
cinePOS_00188,Other,Area_116,23.023057538721357,79.86403854016888
cinePOS_12475,Other,Area_116,23.023057538721357,79.86403854016888
cinePOS_07744,Other,Area_116,25.93884037872136,81.31305950016886
cinePOS_04518,Other,Area_116,25.93884037872136,81.31305950016886
cinePOS_03480,Other,Area_117,23.042304818721355,79.92726790016887
cinePOS_07835,Other,Area_117,23.042304818721355,79.92726790016887
cinePOS_12343,Other,Area_117,22.613687698721357,78.23779606016886
cinePOS_12080,Other,Area_117,22.613687698721357,78.23779606016886
cinePOS_07976,Other,Area_117,22.613687698721357,78.23779606016886
cinePOS_11843,Other,Area_117,22.613687698721357,78.23779606016886
cinePOS_05215,Other,Area_117,22.613687698721357,78.23779606016886
cinePOS_05909,Other,Area_117,22.613687698721357,78.23779606016886
cinePOS_00383,Other,Area_117,22.618117978721354,78.22276726016887
cinePOS_02590,Other,Area_117,22.618117978721354,78.22276726016887
cinePOS_00668,Other,Area_117,22.165810778721355,76.20444702016887
cinePOS_03864,Other,Area_117,22.165810778721355,76.20444702016887
cinePOS_08943,Other,Area_117,22.165810778721355,76.20444702016887
cinePOS_04881,Other,Area_117,22.165810778721355,76.20444702016887
cinePOS_04375,Other,Area_117,23.020972458721356,79.83507234016886
cinePOS_06852,Other,Area_117,23.020972458721356,79.83507234016886
cinePOS_10593,Other,Area_117,22.535542858721357,77.37880078016886
cinePOS_08655,Other,Area_117,22.535542858721357,77.37880078016886
cinePOS_07764,Other,Area_117,23.031675898721357,79.92317186016888
cinePOS_01954,Other,Area_117,23.031675898721357,79.92317186016888
cinePOS_06890,Other,Area_117,22.636221738721357,78.17050142016886
cinePOS_06683,Other,Area_117,22.636221738721357,78.17050142016886
cinePOS_12857,Other,Area_117,23.018039058721357,79.90806510016887
cinePOS_06404,Other,Area_117,23.018039058721357,79.90806510016887
cinePOS_13250,Other,Area_117,23.024410218721357,79.93474250016887
cinePOS_01049,Other,Area_117,23.024410218721357,79.93474250016887
cinePOS_11944,Other,Area_117,23.024410218721357,79.93474250016887
cinePOS_03020,Other,Area_117,22.57048457872136,78.22711602016886
cinePOS_09252,Other,Area_117,22.57048457872136,78.22711602016886
cinePOS_12365,Other,Area_118,22.982033218721355,79.90265894016888
cinePOS_03366,Other,Area_118,22.982033218721355,79.90265894016888
cinePOS_00114,Other,Area_118,22.982033218721355,79.90265894016888
cinePOS_12148,Other,Area_118,22.982033218721355,79.90265894016888
cinePOS_10939,Other,Area_118,22.982033218721355,79.90265894016888
cinePOS_07490,Other,Area_118,22.293610298721354,76.38661090016886
cinePOS_00266,Other,Area_118,22.293610298721354,76.38661090016886
cinePOS_11798,Other,Area_118,23.031112498721352,79.92026106016887
cinePOS_13059,Other,Area_118,23.031112498721352,79.92026106016887
cinePOS_03491,Other,Area_118,22.175980658721357,76.19183322016887
cinePOS_04167,Other,Area_118,22.175980658721357,76.19183322016887
cinePOS_11215,Other,Area_118,23.022920818721357,79.95044710016887
cinePOS_01344,Other,Area_118,23.022920818721357,79.95044710016887
cinePOS_13219,Other,Area_118,22.661090058721356,78.17790486016887
cinePOS_00705,Other,Area_118,22.661090058721356,78.17790486016887
cinePOS_11034,Other,Area_118,23.008899298721357,79.91669798016888
cinePOS_00453,Other,Area_118,23.008899298721357,79.91669798016888
cinePOS_12374,Other,Area_118,23.689943098721358,79.45746914016887
cinePOS_00006,Other,Area_118,23.689943098721358,79.45746914016887
cinePOS_00317,Other,Area_118,22.619232818721358,78.11301670016887
cinePOS_12454,Other,Area_118,22.619232818721358,78.11301670016887
cinePOS_13154,Other,Area_119,22.619232818721358,78.11301670016887
cinePOS_02991,Other,Area_119,23.004410378721357,79.93451538016886
cinePOS_00891,Other,Area_119,23.004410378721357,79.93451538016886
cinePOS_06323,Other,Area_119,23.004410378721357,79.93451538016886
cinePOS_02239,Other,Area_119,23.004410378721357,79.93451538016886
cinePOS_01939,Other,Area_119,23.004410378721357,79.93451538016886
